fixed_acidity,volatile_acidity,citric_acid,residual_sugar,free_sulfur_dioxide,total_sulfur_dioxide,ph,class
6.4,0.26,0.21,7.1,35.0,162.0,3.39,0
7.6,0.3,0.22,10.2,57.0,191.0,3.08,0
9.4,0.16,0.23,1.6,14.0,67.0,3.07,0
6.8,0.23,0.29,15.4,56.0,173.0,3.06,0
6.4,0.26,0.21,7.1,35.0,162.0,3.39,0
7.6,0.3,0.22,10.2,57.0,191.0,3.08,0
7.5,0.33,0.39,12.4,29.0,119.0,3.16,0
7.6,0.38,0.2,3.4,9.0,116.0,3.15,0
8.8,0.2,0.43,15.0,60.0,184.0,3.28,0
7.5,0.33,0.39,12.4,29.0,119.0,3.16,0
8.8,0.2,0.43,15.0,60.0,184.0,3.28,0
6.6,0.36,0.21,1.5,39.0,184.0,3.18,0
7.6,0.38,0.2,3.4,9.0,116.0,3.15,0
5.6,0.46,0.24,4.8,24.0,72.0,3.29,0
7.2,0.15,0.38,1.2,18.0,110.0,3.19,0
8.2,0.42,0.29,4.1,31.0,100.0,3.0,0
6.8,0.3,0.35,2.8,10.0,164.0,3.09,0
6.7,0.27,0.3,13.9,34.0,131.0,3.36,0
7.2,0.5,0.0,0.8,46.0,114.0,3.19,0
6.0,0.26,0.29,1.0,27.0,96.0,3.38,0
6.8,0.33,0.28,1.2,38.0,131.0,3.19,0
6.8,0.3,0.35,2.8,10.0,164.0,3.09,0
7.4,0.29,0.31,1.7,23.0,110.0,3.07,0
8.2,0.42,0.29,4.1,31.0,100.0,3.0,0
7.3,0.19,0.24,6.3,34.0,231.0,3.36,0
6.5,0.32,0.12,11.5,35.0,165.0,3.22,0
7.1,0.32,0.4,1.5,13.0,84.0,3.42,0
6.5,0.32,0.12,11.5,35.0,165.0,3.22,0
7.3,0.19,0.24,6.3,34.0,231.0,3.36,0
7.3,0.17,0.23,6.3,35.0,240.0,3.36,0
7.7,0.44,0.24,11.2,41.0,167.0,3.12,0
7.7,0.44,0.24,11.2,41.0,167.0,3.12,0
7.4,0.49,0.24,15.1,34.0,153.0,3.13,0
7.7,0.44,0.24,11.2,41.0,167.0,3.12,0
7.4,0.49,0.24,15.1,34.0,153.0,3.13,0
6.4,0.21,0.3,5.6,43.0,160.0,3.6,0
8.0,0.55,0.42,12.6,37.0,213.0,2.99,0
7.0,0.19,0.23,5.7,27.0,104.0,3.04,0
7.2,0.24,0.29,2.2,37.0,102.0,3.27,0
6.5,0.34,0.36,11.0,53.0,247.0,3.44,0
7.0,0.19,0.23,5.7,27.0,104.0,3.04,0
6.9,0.18,0.33,1.0,24.0,164.0,3.42,0
7.2,0.24,0.29,2.2,37.0,102.0,3.27,0
8.2,0.18,0.31,11.8,96.0,249.0,3.07,0
8.3,0.28,0.45,7.8,32.0,139.0,3.33,0
6.1,0.34,0.46,4.7,21.0,94.0,3.29,0
7.4,0.44,0.2,11.5,44.0,157.0,3.27,0
7.6,0.26,0.58,7.9,62.0,180.0,3.07,0
7.4,0.44,0.2,11.5,44.0,157.0,3.27,0
8.7,0.49,0.57,17.8,34.0,243.0,2.98,0
7.0,0.24,0.25,1.7,48.0,189.0,3.25,0
7.1,0.25,0.25,1.6,50.0,181.0,3.2,0
6.1,0.34,0.46,4.7,21.0,94.0,3.29,0
6.4,0.18,0.31,1.6,36.0,127.0,3.6,0
8.3,0.27,0.39,2.4,16.0,107.0,3.28,0
6.8,0.24,0.35,6.4,44.0,172.0,3.29,0
8.0,0.22,0.28,14.0,83.0,197.0,3.14,0
10.0,0.91,0.42,1.6,34.0,181.0,3.11,0
8.9,0.34,0.34,1.6,13.0,176.0,3.14,0
8.9,0.33,0.34,1.4,14.0,171.0,3.13,0
8.0,0.22,0.28,14.0,83.0,197.0,3.14,0
6.7,0.18,0.19,4.7,57.0,161.0,3.32,0
7.8,0.2,0.28,10.2,78.0,186.0,3.14,0
7.3,0.13,0.31,2.3,22.0,104.0,3.24,0
6.6,0.28,0.3,7.8,57.0,202.0,3.24,0
7.1,0.25,0.3,2.4,25.0,122.0,3.43,0
7.6,0.36,0.44,8.3,28.0,142.0,3.12,0
7.6,0.27,0.25,13.9,45.0,199.0,3.34,0
6.9,0.37,0.28,13.8,34.0,137.0,3.1,0
7.4,0.21,0.27,7.3,41.0,144.0,3.15,0
8.2,0.18,0.28,8.5,41.0,140.0,3.04,0
6.3,0.19,0.21,1.8,35.0,163.0,3.31,0
7.0,0.21,0.22,5.1,38.0,168.0,3.34,0
5.8,0.33,0.2,16.05,26.0,166.0,3.09,0
5.8,0.33,0.2,16.05,26.0,166.0,3.09,0
7.9,0.29,0.31,7.35,37.0,154.0,3.06,0
6.6,0.31,0.38,16.05,16.0,165.0,3.38,0
8.0,0.19,0.3,2.0,48.0,140.0,3.18,0
8.0,0.2,0.36,1.2,21.0,78.0,3.08,0
8.0,0.25,0.26,14.0,41.0,248.0,3.03,0
7.2,0.2,0.61,16.2,14.0,103.0,3.06,0
7.7,0.3,0.42,14.3,45.0,213.0,3.18,0
7.2,0.2,0.61,16.2,14.0,103.0,3.06,0
7.7,0.3,0.42,14.3,45.0,213.0,3.18,0
7.7,0.3,0.42,14.3,45.0,213.0,3.18,0
6.4,0.22,0.32,7.9,34.0,124.0,3.4,0
7.2,0.2,0.61,16.2,14.0,103.0,3.06,0
7.0,0.53,0.02,1.0,39.0,107.0,3.2,0
7.3,0.24,0.41,13.6,41.0,178.0,3.37,0
7.2,0.24,0.4,17.85,50.0,185.0,3.34,0
7.6,0.15,0.4,1.3,24.0,112.0,3.14,0
7.7,0.3,0.42,14.3,45.0,213.0,3.18,0
7.6,0.33,0.41,13.7,44.0,197.0,3.18,0
6.8,0.24,0.31,18.3,40.0,142.0,3.3,0
6.8,0.24,0.31,18.3,40.0,142.0,3.3,0
6.8,0.35,0.44,6.5,31.0,161.0,3.14,0
7.9,0.26,0.33,10.3,73.0,212.0,2.93,0
7.5,0.29,0.67,8.1,53.0,166.0,2.9,0
7.5,0.29,0.67,8.1,53.0,166.0,2.9,0
7.2,0.31,0.41,8.6,15.0,89.0,3.29,0
6.7,0.44,0.31,1.9,41.0,104.0,3.29,0
10.0,0.23,0.27,14.1,45.0,166.0,2.72,0
7.4,0.21,0.3,7.9,14.0,118.0,2.96,0
8.8,0.23,0.35,10.7,26.0,183.0,2.93,0
7.8,0.34,0.27,1.2,25.0,106.0,3.01,0
7.9,0.26,0.33,10.3,73.0,212.0,2.93,0
7.5,0.29,0.67,8.1,53.0,166.0,2.9,0
6.0,0.28,0.35,1.9,16.0,120.0,3.16,0
7.9,0.37,0.3,2.7,64.0,158.0,3.12,0
7.2,0.36,0.36,5.7,26.0,98.0,2.93,0
7.6,0.13,0.34,9.3,40.0,126.0,3.21,0
6.6,0.25,0.36,8.1,54.0,180.0,3.08,0
7.1,0.18,0.26,1.3,20.0,71.0,3.04,0
7.9,0.3,0.27,8.5,20.0,112.0,2.96,0
8.3,0.23,0.3,2.1,21.0,153.0,3.09,0
6.8,0.43,0.3,3.5,27.0,135.0,3.0,0
7.2,0.36,0.36,5.7,26.0,98.0,2.93,0
6.6,0.25,0.36,8.1,54.0,180.0,3.08,0
7.1,0.18,0.26,1.3,20.0,71.0,3.04,0
6.6,0.35,0.29,14.4,54.0,177.0,3.17,0
7.3,0.22,0.5,13.7,56.0,189.0,3.24,0
8.1,0.26,0.33,11.1,52.5,158.0,3.03,0
7.6,0.13,0.34,9.3,40.0,126.0,3.21,0
7.0,0.12,0.19,4.9,27.0,127.0,3.29,0
8.2,0.37,0.27,1.7,10.0,59.0,2.97,0
7.6,0.26,0.36,1.6,6.0,106.0,3.15,0
6.3,0.2,0.58,1.4,15.0,97.0,3.16,0
6.3,0.22,0.57,1.4,14.0,96.0,3.16,0
7.1,0.25,0.28,1.6,46.0,169.0,3.05,0
7.0,0.27,0.32,6.8,47.0,193.0,3.23,0
8.8,0.34,0.33,9.7,46.0,172.0,3.08,0
9.2,0.27,0.34,10.5,49.0,228.0,3.04,0
7.1,0.49,0.22,2.0,146.5,307.5,3.24,0
9.2,0.71,0.23,6.2,15.0,93.0,2.89,0
7.2,0.47,0.65,8.3,27.0,182.0,3.0,0
6.8,0.28,0.36,1.6,25.0,87.0,3.23,0
8.8,0.34,0.33,9.7,46.0,172.0,3.08,0
9.2,0.27,0.34,10.5,49.0,228.0,3.04,0
7.3,0.13,0.27,4.6,34.0,172.0,3.23,0
7.2,0.16,0.35,1.2,27.0,84.0,3.33,0
6.8,0.31,0.32,7.6,35.0,143.0,3.14,0
8.3,0.36,0.57,15.0,35.0,256.0,2.93,0
6.8,0.31,0.32,7.6,35.0,143.0,3.14,0
8.3,0.36,0.57,15.0,35.0,256.0,2.93,0
6.3,0.25,0.44,11.6,48.0,195.0,3.18,0
6.0,0.45,0.42,1.1,61.0,197.0,3.02,0
8.1,0.26,0.3,7.8,39.0,152.0,2.99,0
6.4,0.22,0.32,12.0,57.0,158.0,3.6,0
5.7,0.45,0.42,1.1,61.0,197.0,3.02,0
7.2,0.19,0.31,1.4,37.0,135.0,3.34,0
6.7,0.31,0.44,6.7,29.0,160.0,3.04,0
8.0,0.25,0.13,17.2,49.0,219.0,2.96,0
9.9,1.005,0.46,1.4,34.0,185.0,3.02,0
8.1,0.31,0.36,8.2,29.0,142.0,3.01,0
8.1,0.24,0.38,4.3,49.0,172.0,3.37,0
8.0,0.25,0.13,17.2,49.0,219.0,2.96,0
6.4,0.29,0.28,11.1,66.0,169.0,2.89,0
7.2,0.15,0.33,1.1,16.0,63.0,3.37,0
7.0,0.12,0.32,7.2,22.0,89.0,3.29,0
7.4,0.32,0.55,16.6,53.0,238.0,2.96,0
8.5,0.17,0.31,1.0,13.0,91.0,2.79,0
8.5,0.17,0.31,1.0,13.0,91.0,2.79,0
9.5,0.21,0.47,1.3,21.0,123.0,2.9,0
8.2,0.21,0.48,1.4,11.0,99.0,3.17,0
7.4,0.32,0.55,16.6,53.0,238.0,2.96,0
6.8,0.31,0.42,6.9,50.0,173.0,3.19,0
6.8,0.27,0.28,13.3,50.0,163.0,3.03,0
7.4,0.21,0.3,8.1,13.0,114.0,3.12,0
8.0,0.23,0.35,9.2,53.0,186.0,3.09,0
7.6,0.2,0.31,1.4,41.0,142.0,3.43,0
6.3,0.41,0.3,3.2,49.0,164.0,3.53,0
8.3,0.49,0.43,2.5,32.0,116.0,3.23,0
6.3,0.41,0.3,3.2,49.0,164.0,3.53,0
7.6,0.2,0.26,4.5,37.0,133.0,3.15,0
7.5,0.26,0.26,18.35,33.0,139.0,3.17,0
7.5,0.26,0.26,18.35,33.0,139.0,3.17,0
6.8,0.27,0.35,7.8,76.0,197.0,3.24,0
6.8,0.28,0.37,7.0,35.0,208.0,3.57,0
8.4,0.2,0.27,6.3,30.0,143.0,3.25,0
7.9,0.33,0.26,1.2,23.0,103.0,3.19,0
7.5,0.38,0.5,12.8,57.0,184.0,3.09,0
7.6,0.2,0.3,14.2,53.0,212.5,3.14,0
7.6,0.2,0.3,14.2,53.0,212.5,3.14,0
7.6,0.2,0.3,14.2,53.0,212.5,3.14,0
7.6,0.2,0.3,14.2,53.0,212.5,3.14,0
7.6,0.2,0.3,14.2,53.0,212.5,3.14,0
8.1,0.19,0.58,16.65,48.0,181.0,3.2,0
7.6,0.16,0.41,1.9,27.0,151.0,3.2,0
8.1,0.22,0.28,7.7,57.0,176.0,3.12,0
8.0,0.22,0.32,10.4,63.0,201.0,3.11,0
7.1,0.33,0.3,3.3,30.0,102.0,3.08,0
6.4,0.43,0.27,1.1,5.0,110.0,3.24,0
7.6,0.2,0.3,14.2,53.0,212.5,3.14,0
7.0,0.12,0.28,6.3,17.0,103.0,3.5,0
7.4,0.3,0.22,5.25,33.0,180.0,3.13,0
7.0,0.28,0.33,14.6,47.0,168.0,3.34,0
8.4,0.2,0.38,11.8,51.0,170.0,3.34,0
7.0,0.28,0.33,14.6,47.0,168.0,3.34,0
8.4,0.2,0.38,11.8,51.0,170.0,3.34,0
8.4,0.2,0.38,11.8,51.0,170.0,3.34,0
7.3,0.18,0.31,17.3,32.0,197.0,3.13,0
6.8,0.31,0.09,1.4,56.0,145.0,3.19,0
6.7,0.31,0.08,1.3,58.0,147.0,3.18,0
7.6,0.17,0.35,1.6,43.0,154.0,3.36,0
7.4,0.3,0.22,5.25,33.0,180.0,3.13,0
7.4,0.26,0.31,2.4,58.0,178.0,3.42,0
7.0,0.28,0.33,14.6,47.0,168.0,3.34,0
8.4,0.2,0.38,11.8,51.0,170.0,3.34,0
5.6,0.18,0.31,1.5,16.0,84.0,3.34,0
7.2,0.15,0.39,1.8,21.0,159.0,3.52,0
8.0,0.4,0.33,7.7,27.0,98.0,3.18,0
7.0,0.25,0.56,2.0,20.0,95.0,3.23,0
7.2,0.15,0.39,1.8,21.0,159.0,3.52,0
6.8,0.18,0.46,1.4,37.0,160.0,3.37,0
6.6,0.32,0.22,16.7,38.0,133.0,3.22,0
9.0,0.55,0.3,8.1,14.0,71.0,2.94,0
6.9,0.19,0.39,8.0,22.0,84.0,3.11,0
6.3,0.41,0.33,4.7,28.0,110.0,3.3,0
9.0,0.55,0.3,8.1,14.0,71.0,2.94,0
7.0,0.2,0.34,2.1,12.0,136.0,3.25,0
6.6,0.32,0.22,16.7,38.0,133.0,3.22,0
7.7,0.26,0.34,6.4,36.0,163.0,3.19,0
6.3,0.21,0.28,1.5,46.0,142.0,3.23,0
7.6,0.34,0.39,7.6,45.0,215.0,3.11,0
6.3,0.21,0.28,1.5,46.0,142.0,3.23,0
8.0,0.43,0.4,12.4,29.0,190.0,3.07,0
7.5,0.3,0.71,1.3,44.0,149.0,3.08,0
6.4,0.26,0.4,1.7,5.0,60.0,3.09,0
6.9,0.32,0.15,8.1,51.0,180.0,3.13,0
8.9,0.21,0.34,7.1,33.0,150.0,3.1,0
7.6,0.34,0.39,7.6,45.0,215.0,3.11,0
9.5,0.42,0.41,2.3,22.0,145.0,3.06,0
7.6,0.29,0.26,6.5,32.0,160.0,3.14,0
6.5,0.25,0.2,1.4,29.0,101.0,3.24,0
7.2,0.23,0.33,12.7,50.0,183.0,3.41,0
7.9,0.35,0.36,1.6,11.0,124.0,3.25,0
8.8,0.2,0.28,1.1,18.0,72.0,2.97,0
5.7,0.27,0.32,1.2,20.0,155.0,3.8,0
7.6,0.29,0.26,6.5,32.0,160.0,3.14,0
5.5,0.14,0.27,4.6,22.0,104.0,3.34,0
8.7,0.24,0.35,0.6,11.0,71.0,3.08,0
6.7,0.3,0.45,10.6,56.0,212.0,3.22,0
5.5,0.14,0.27,4.6,22.0,104.0,3.34,0
5.6,0.13,0.27,4.8,22.0,104.0,3.34,0
7.4,0.18,0.34,2.7,30.0,107.0,2.97,0
5.7,0.385,0.04,12.6,22.0,115.0,3.28,0
8.7,0.24,0.35,0.6,11.0,71.0,3.08,0
8.3,0.33,0.43,9.2,22.0,126.0,3.38,0
6.8,0.34,0.44,6.6,28.0,156.0,3.14,0
6.8,0.33,0.44,7.0,29.0,155.0,3.14,0
6.3,0.28,0.24,8.45,32.0,172.0,3.39,0
11.8,0.23,0.38,11.1,15.0,123.0,2.93,0
6.8,0.21,0.27,18.15,41.0,146.0,3.3,0
6.8,0.21,0.27,18.15,41.0,146.0,3.3,0
8.6,0.485,0.29,4.1,19.0,101.0,3.01,0
8.6,0.485,0.29,4.1,19.0,101.0,3.01,0
7.3,0.29,0.29,4.6,27.0,155.0,3.07,0
6.8,0.21,0.27,18.15,41.0,146.0,3.3,0
6.7,0.31,0.31,4.9,20.0,151.0,3.36,0
7.3,0.29,0.37,8.3,45.0,227.0,3.12,0
5.7,0.46,0.46,1.4,31.0,169.0,3.13,0
6.8,0.28,0.44,11.5,58.0,223.0,3.22,0
6.7,0.23,0.33,1.8,23.0,96.0,3.32,0
6.9,0.17,0.25,1.6,34.0,132.0,3.16,0
7.6,0.18,0.36,2.4,38.0,123.0,3.6,0
6.6,0.22,0.28,4.9,51.0,180.0,3.3,0
7.8,0.27,0.28,1.8,21.0,127.0,3.15,0
7.7,0.28,0.29,4.3,25.0,142.0,3.16,0
7.6,0.29,0.29,4.4,26.0,146.0,3.16,0
5.7,0.32,0.18,1.4,26.0,104.0,3.44,0
7.1,0.33,0.25,1.6,25.0,126.0,3.22,0
7.3,0.34,0.3,1.3,25.0,173.0,3.26,0
6.5,0.19,0.26,5.2,31.0,140.0,3.26,0
6.6,0.23,0.27,5.6,43.0,164.0,3.27,0
6.6,0.27,0.29,5.3,57.0,189.0,3.31,0
6.6,0.22,0.28,4.9,51.0,180.0,3.3,0
7.6,0.18,0.36,2.4,38.0,123.0,3.6,0
6.8,0.36,0.32,1.6,10.0,124.0,3.3,0
7.0,0.22,0.39,2.1,39.0,198.0,3.52,0
5.9,0.17,0.3,1.4,25.0,119.0,3.68,0
7.4,0.45,0.32,7.1,17.0,117.0,3.32,0
6.8,0.36,0.32,1.6,10.0,124.0,3.3,0
7.5,0.42,0.14,10.7,18.0,95.0,3.22,0
7.5,0.33,0.32,11.1,25.0,119.0,3.15,0
9.4,0.3,0.32,10.7,14.0,111.0,2.85,0
7.9,0.17,0.32,1.6,47.0,150.0,3.29,0
7.9,0.17,0.32,1.6,47.0,150.0,3.29,0
8.2,0.17,0.32,1.5,17.0,101.0,3.14,0
8.3,0.17,0.31,1.5,48.0,153.0,3.12,0
8.7,0.15,0.3,1.6,29.0,130.0,3.22,0
7.9,0.17,0.32,1.6,47.0,150.0,3.29,0
7.2,0.25,0.19,8.0,51.0,172.0,3.16,0
7.2,0.24,0.19,7.7,53.0,176.0,3.17,0
5.3,0.76,0.03,2.7,27.0,93.0,3.34,0
6.6,0.22,0.53,15.1,22.0,136.0,2.94,0
6.6,0.22,0.53,15.1,22.0,136.0,2.94,0
8.4,0.28,0.4,8.9,33.0,146.0,3.4,0
6.8,0.32,0.34,6.0,5.0,129.0,3.19,0
6.7,0.24,0.33,12.3,31.0,145.0,3.36,0
7.4,0.18,0.36,13.1,72.0,163.0,3.42,0
6.0,0.16,0.3,6.7,43.0,153.0,3.63,0
6.7,0.24,0.33,12.3,31.0,145.0,3.36,0
6.8,0.28,0.35,2.3,16.0,85.0,3.19,0
6.2,0.34,0.3,11.1,28.0,237.0,3.18,0
6.0,0.27,0.15,1.5,35.0,128.0,3.12,0
6.0,0.16,0.3,6.7,43.0,153.0,3.63,0
6.8,0.32,0.34,6.0,5.0,129.0,3.19,0
8.5,0.24,0.47,15.2,40.0,234.0,3.02,0
8.1,0.24,0.33,10.2,46.0,141.0,3.16,0
7.4,0.18,0.36,13.1,72.0,163.0,3.42,0
7.7,0.23,0.31,10.7,59.0,186.0,3.12,0
6.5,0.22,0.25,17.1,44.0,138.0,3.3,0
6.5,0.22,0.25,17.1,44.0,138.0,3.3,0
6.5,0.22,0.25,17.1,44.0,138.0,3.3,0
5.7,0.33,0.15,1.9,20.0,93.0,3.38,0
7.7,0.23,0.31,10.7,59.0,186.0,3.12,0
6.5,0.22,0.25,17.1,44.0,138.0,3.3,0
6.8,0.2,0.27,1.2,19.0,68.0,3.14,0
7.7,0.26,0.32,1.2,26.0,117.0,3.21,0
6.4,0.2,0.32,3.1,18.0,126.0,3.43,0
8.0,0.16,0.36,1.5,14.0,122.0,3.2,0
6.8,0.25,0.27,10.7,47.0,154.0,3.05,0
7.7,0.39,0.28,4.9,36.0,109.0,3.19,0
6.9,0.26,0.33,12.6,59.0,173.0,3.39,0
6.8,0.25,0.27,10.7,47.0,154.0,3.05,0
7.7,0.39,0.28,4.9,36.0,109.0,3.19,0
6.0,0.28,0.22,12.15,42.0,163.0,3.2,0
6.5,0.43,0.28,12.0,23.0,174.0,3.31,0
9.1,0.33,0.38,1.7,50.5,344.0,3.1,0
5.9,0.5,0.05,2.6,36.0,146.0,3.43,0
6.8,0.28,0.39,1.4,15.0,115.0,3.27,0
7.0,0.35,0.24,1.9,21.0,144.0,3.35,0
7.1,0.22,0.32,16.9,49.0,158.0,3.37,0
7.1,0.22,0.32,16.9,49.0,158.0,3.37,0
8.3,0.24,0.27,2.1,22.0,162.0,2.99,0
6.8,0.26,0.32,7.0,38.0,118.0,3.25,0
7.2,0.16,0.26,7.1,41.0,224.0,3.38,0
7.9,0.18,0.36,5.9,31.0,132.0,3.25,0
7.2,0.16,0.26,7.1,41.0,224.0,3.38,0
5.5,0.24,0.32,8.7,19.0,102.0,3.27,0
7.1,0.33,0.64,13.2,12.0,105.0,3.05,0
7.7,0.28,0.35,15.3,31.0,117.0,3.27,0
7.7,0.28,0.35,15.3,31.0,117.0,3.27,0
7.5,0.26,0.52,13.2,64.0,179.0,3.1,0
6.5,0.14,0.32,2.7,18.0,89.0,3.4,0
8.2,0.21,0.32,10.65,53.0,145.0,3.17,0
7.2,0.2,0.31,10.0,49.0,165.0,3.4,0
7.2,0.115,0.3,6.8,26.0,105.0,3.44,0
6.4,0.29,0.2,15.6,20.0,142.0,3.1,0
7.1,0.33,0.64,13.2,12.0,105.0,3.05,0
6.8,0.24,0.34,5.1,31.0,99.0,3.24,0
7.0,0.24,0.34,3.0,36.0,102.0,3.18,0
7.7,0.28,0.35,15.3,31.0,117.0,3.27,0
7.0,0.22,0.33,2.1,15.0,76.0,3.2,0
7.5,0.18,0.39,1.9,23.0,91.0,3.27,0
9.8,0.93,0.45,8.6,34.0,187.0,3.12,0
7.8,0.29,0.33,8.75,33.0,181.0,3.11,0
7.9,0.28,0.32,3.6,9.0,76.0,3.05,0
8.5,0.25,0.27,4.7,31.0,92.0,3.01,0
7.4,0.18,0.27,1.3,26.0,105.0,3.52,0
6.3,0.24,0.37,1.8,6.0,61.0,3.3,0
6.0,0.33,0.38,9.7,29.0,124.0,3.47,0
6.8,0.37,0.28,4.0,29.0,79.0,3.23,0
9.9,0.49,0.23,2.4,19.0,115.0,2.77,0
8.5,0.25,0.27,4.7,31.0,92.0,3.01,0
8.4,0.22,0.28,18.8,55.0,130.0,2.96,0
7.0,0.35,0.31,1.8,15.0,162.0,3.18,0
7.0,0.35,0.31,1.8,15.0,162.0,3.18,0
7.4,0.19,0.3,12.8,48.5,229.0,3.14,0
7.4,0.19,0.3,12.8,48.5,229.0,3.14,0
7.4,0.19,0.3,12.8,48.5,229.0,3.14,0
7.4,0.19,0.3,12.8,48.5,229.0,3.14,0
7.4,0.19,0.3,12.8,48.5,229.0,3.14,0
6.9,0.32,0.13,7.8,11.0,117.0,3.23,0
7.6,0.32,0.58,16.75,43.0,163.0,3.15,0
7.4,0.19,0.3,12.8,48.5,229.0,3.14,0
7.4,0.19,0.3,12.8,48.5,212.0,3.14,0
6.9,0.32,0.13,7.8,11.0,117.0,3.23,0
6.0,0.34,0.24,5.4,23.0,126.0,3.25,0
7.6,0.32,0.58,16.75,43.0,163.0,3.15,0
7.7,0.24,0.31,1.3,33.0,106.0,3.22,0
8.0,0.36,0.43,10.1,29.0,146.0,3.4,0
7.4,0.29,0.25,3.8,30.0,114.0,3.11,0
6.6,0.32,0.27,10.9,37.0,146.0,3.24,0
6.3,0.3,0.24,6.6,38.0,141.0,3.22,0
6.4,0.33,0.24,9.8,29.0,109.0,3.29,0
7.5,0.18,0.31,11.7,24.0,94.0,3.19,0
6.5,0.39,0.81,1.2,14.0,74.0,3.08,0
6.8,0.25,0.18,1.4,13.0,137.0,3.11,0
6.4,0.18,0.32,9.6,24.0,90.0,3.35,0
7.1,0.18,0.32,12.2,36.0,125.0,2.92,0
7.6,0.27,0.42,2.6,29.0,110.0,3.31,0
9.2,0.23,0.35,10.7,34.0,145.0,3.09,0
7.9,0.28,0.41,4.9,31.0,153.0,3.27,0
7.1,0.18,0.32,12.2,36.0,125.0,2.92,0
6.4,0.18,0.32,9.6,24.0,90.0,3.35,0
6.8,0.25,0.18,1.4,13.0,137.0,3.11,0
7.0,0.22,0.26,1.1,20.0,71.0,3.1,0
7.3,0.18,0.29,1.0,26.0,101.0,3.09,0
7.1,0.26,0.19,8.2,53.0,187.0,3.16,0
6.6,0.25,0.42,11.3,77.0,231.0,3.24,0
6.4,0.24,0.23,7.3,31.0,157.0,3.25,0
6.0,0.28,0.27,2.3,23.0,147.0,3.23,0
7.1,0.26,0.19,8.2,53.0,187.0,3.16,0
7.8,0.24,0.38,2.1,14.0,167.0,3.21,0
7.6,0.27,0.33,2.0,19.0,175.0,3.22,0
7.7,0.39,0.34,10.0,35.0,178.0,3.26,0
8.9,0.24,0.33,15.75,16.0,132.0,3.0,0
6.6,0.23,0.24,3.9,36.0,138.0,3.15,0
7.1,0.26,0.3,2.0,13.0,128.0,3.19,0
7.0,0.32,0.35,1.5,24.0,125.0,3.17,0
7.4,0.24,0.26,1.6,53.0,150.0,3.18,0
6.9,0.21,0.33,1.4,35.0,136.0,3.63,0
7.0,0.32,0.35,1.5,24.0,125.0,3.17,0
7.4,0.17,0.29,1.4,23.0,107.0,3.52,0
7.1,0.26,0.3,2.0,13.0,128.0,3.19,0
8.5,0.28,0.34,13.8,32.0,161.0,3.13,0
7.8,0.3,0.37,1.3,16.0,96.0,3.32,0
8.1,0.25,0.38,3.8,18.0,129.0,3.21,0
7.7,0.28,0.29,6.9,29.0,163.0,3.44,0
6.5,0.24,0.36,2.2,36.0,134.0,3.28,0
7.0,0.22,0.32,1.6,40.0,120.0,2.98,0
8.5,0.28,0.34,13.8,32.0,161.0,3.13,0
8.0,0.45,0.28,10.8,25.0,157.0,3.06,0
6.9,0.23,0.33,12.8,44.0,169.0,3.42,0
8.0,0.45,0.28,10.8,25.0,157.0,3.06,0
7.6,0.23,0.26,15.3,32.0,166.0,3.03,0
7.7,0.28,0.58,12.1,60.0,177.0,3.08,0
7.7,0.27,0.61,12.0,64.0,179.0,3.07,0
7.1,0.2,0.36,11.6,45.0,124.0,2.92,0
6.9,0.25,0.35,9.2,42.0,150.0,3.21,0
7.1,0.2,0.36,11.6,45.0,124.0,2.92,0
6.9,0.25,0.35,9.2,42.0,150.0,3.21,0
8.4,0.2,0.31,2.8,16.0,89.0,2.96,0
6.5,0.39,0.35,1.6,10.0,164.0,3.35,0
7.2,0.23,0.38,6.1,20.0,90.0,3.17,0
6.9,0.44,0.42,8.5,10.0,147.0,3.32,0
7.1,0.28,0.19,7.8,48.0,184.0,3.16,0
6.4,0.34,0.2,14.9,37.0,162.0,3.13,0
6.1,0.15,0.29,6.2,39.0,151.0,3.6,0
6.9,0.44,0.42,8.5,10.0,147.0,3.32,0
7.2,0.29,0.18,8.2,41.0,180.0,3.16,0
7.1,0.28,0.19,7.8,48.0,184.0,3.16,0
6.1,0.23,0.45,10.6,49.0,169.0,3.05,0
6.7,0.23,0.42,11.2,52.0,171.0,3.54,0
7.0,0.36,0.14,11.6,35.0,228.0,3.13,0
7.5,0.31,0.24,7.1,28.0,141.0,3.16,0
6.4,0.34,0.2,14.9,37.0,162.0,3.13,0
6.1,0.15,0.29,6.2,39.0,151.0,3.6,0
7.4,0.2,0.29,1.7,16.0,100.0,3.28,0
6.3,0.27,0.18,7.7,45.0,186.0,3.23,0
9.2,0.34,0.54,17.3,46.0,235.0,3.08,0
7.4,0.18,0.29,1.4,34.0,101.0,3.54,0
7.2,0.29,0.2,7.7,51.0,174.0,3.16,0
6.3,0.27,0.18,7.7,45.0,186.0,3.23,0
6.2,0.26,0.19,3.4,47.0,172.0,3.14,0
7.3,0.21,0.21,1.6,35.0,133.0,3.38,0
7.1,0.14,0.35,1.4,24.0,128.0,2.97,0
7.2,0.39,0.54,1.4,34.0,132.0,3.11,0
7.6,0.48,0.28,10.4,57.0,205.0,3.24,0
7.2,0.39,0.54,1.4,34.0,132.0,3.11,0
7.6,0.48,0.28,10.4,57.0,205.0,3.24,0
6.5,0.36,0.31,4.1,20.0,134.0,3.18,0
8.5,0.25,0.31,2.8,11.0,61.0,3.06,0
